Index,Dataset,Distance Metric,True Changes,Predicted Changes,Run Time,Covering,F1,Accuracy,Batch Size,Threshold,Max_dist_size,new_dist_buffer_size,score_margin
22,unsw-random,Manhattan,"[15162, 23431, 39339, 48994, 55643, 63742, 65945, 67449, 75523]","[15050, 23450, 39200, 49000, 55650, 63700, 65800, 67550, 75250]",17.25803471,0.980286366,1,-64.22222222,350,1.209669477,0,1050,350
23,unsw-random,Matusita,"[15162, 23431, 39339, 48994, 55643, 63742, 65945, 67449, 75523]","[15050, 23450, 24500, 39200, 49000, 55300, 63700, 65800, 67550, 75250]",16.47393274,0.959725945,0.952380952,14.1,350,1.043411807,0,1050,350
24,unsw-random,Max-symmetric Chi-square,"[15162, 23431, 39339, 48994, 55643, 63742, 65945, 67449, 75523]","[4900, 6650, 8750, 49000, 50050, 55650]",135.0531492,0.335818651,0.352941176,-4019.5,350,0.911322759,0,1050,350
25,unsw-random,Minkowski (p=2),"[15162, 23431, 39339, 48994, 55643, 63742, 65945, 67449, 75523]","[15050, 23450, 39200, 49000, 55650, 63700, 65800, 67550, 75250]",33.30319762,0.980286366,1,-64.22222222,350,1.201402461,0,1050,350
26,unsw-random,Motyka,"[15162, 23431, 39339, 48994, 55643, 63742, 65945, 67449, 75523]","[15050, 23450, 39200, 49000, 55650, 63700, 65800, 67550, 75250]",18.95734811,0.980286366,1,-64.22222222,350,1.012881344,0,1050,350
27,unsw-random,Neyman Chi-square,"[15162, 23431, 39339, 48994, 55643, 63742, 65945, 67449, 75523]","[4900, 6650, 8750, 49000, 50050, 55650]",124.4408619,0.335818651,0.352941176,-4019.5,350,0.902545007,0,1050,350
28,unsw-random,Nonintersection,"[15162, 23431, 39339, 48994, 55643, 63742, 65945, 67449, 75523]","[15050, 39200, 49000, 55650, 63700, 65800, 67550, 75600, 82950]",32.01599884,0.855097335,0.9,797.7777778,350,0.983874829,0,1050,350
29,unsw-random,Pearson Chi-square,"[15162, 23431, 39339, 48994, 55643, 63742, 65945, 67449, 75523]","[64050, 67550]",380.8049345,0.25634497,0.461538462,204.5,350,1.015828612,0,1050,350
30,unsw-random,Penrose Shape,"[15162, 23431, 39339, 48994, 55643, 63742, 65945, 67449, 75523]","[15050, 23450, 39200, 49000, 55300, 63700, 65800, 67550, 75250]",19.51959991,0.972377614,1,-103.1111111,350,1.056426228,0,1050,350
31,unsw-random,Soergel,"[15162, 23431, 39339, 48994, 55643, 63742, 65945, 67449, 75523]","[15050, 23450, 39200, 49000, 55650, 63700, 65800, 67550, 75250]",18.47001433,0.980286366,1,-64.22222222,350,1.141255222,0,1050,350
32,unsw-random,Squared Chi-square,"[15162, 23431, 39339, 48994, 55643, 63742, 65945, 67449, 75523]","[15050, 23450, 39200, 49000, 55650, 63700, 65800, 67550, 75250]",17.88708639,0.980286366,1,-64.22222222,350,1.242411132,0,1050,350
33,unsw-random,Squared -chord,"[15162, 23431, 39339, 48994, 55643, 63742, 65945, 67449, 75523]","[15050, 23450, 24500, 39200, 49000, 55300, 63700, 65800, 67550, 75250]",16.04427671,0.959725945,0.952380952,14.1,350,1.101475544,0,1050,350
34,unsw-random,Taneja,"[15162, 23431, 39339, 48994, 55643, 63742, 65945, 67449, 75523]","[64050, 67550]",382.2138727,0.25634497,0.461538462,204.5,350,0.585105313,0,1050,350
35,unsw-random,Tanimoto,"[15162, 23431, 39339, 48994, 55643, 63742, 65945, 67449, 75523]","[15050, 23450, 39200, 49000, 55650, 63700, 65800, 67550, 75250]",17.89706182,0.980286366,1,-64.22222222,350,1.053310879,0,1050,350
36,unsw-random,Topsoe,"[15162, 23431, 39339, 48994, 55643, 63742, 65945, 67449, 75523]","[64050, 67550]",381.6492462,0.25634497,0.461538462,204.5,350,0.986702459,0,1050,350
37,unsw-random,Vicis Symmetric Chi-square,"[15162, 23431, 39339, 48994, 55643, 63742, 65945, 67449, 75523]","[9450, 39550, 41650, 49000, 50050, 56000]",74.47660112,0.479739426,0.352941176,-295.1666667,350,1.217003137,0,1050,350
38,unsw-random,Vicis-Wave Hedges,"[15162, 23431, 39339, 48994, 55643, 63742, 65945, 67449, 75523]","[1050, 2100, 3150, 4200, 5250, 6300, 7350, 8400, 9450, 10500, 11550, 12600, 13650, 14700, 49000, 50050, 55650, 66150, 67200]",81.53880143,0.411324095,0.333333333,-5315.421053,350,0.645162743,0,1050,350
39,unsw-random,Wave Hedges,"[15162, 23431, 39339, 48994, 55643, 63742, 65945, 67449, 75523]","[15050, 23450, 39200, 49000, 55650, 63700, 65800, 67200]",22.88575554,0.891199964,0.947368421,-81.875,350,1.058504402,0,1050,350
0,wind-anomaly,Acc (average of Manhattan and Chebyshev),"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",23.52558327,0.996290476,1,-11.25,136,1.165535869,0,408,136
1,wind-anomaly,Additive Symmetric Chi-square Distance,"[9000, 15487, 24487, 33487]","[8976, 11968, 15504, 17952, 33592, 34816]",36.30156851,0.672779447,0.666666667,1143.333333,136,1.121660324,0,408,136
2,wind-anomaly,Bhattacharyya,"[9000, 15487, 24487, 33487]",[],569.1103537,0.202798742,0.333333333,NA,136,0.706021183,0,408,136
3,wind-anomaly,Bray-Curtis,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.27908683,0.996290476,1,-11.25,136,1.120639638,0,408,136
4,wind-anomaly,Canberra,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",35.24963784,0.996290476,1,-11.25,136,1.225399375,0,408,136
5,wind-anomaly,Chebyshev (Maximum distance),"[9000, 15487, 24487, 33487]","[408, 816, 2312, 3536, 8704, 9112, 9520, 10608, 13464, 13872, 15368, 24480, 33456]",23.72600031,0.819798531,0.526315789,-2367.615385,136,0.999778918,0,408,136
6,wind-anomaly,Chebyshev (Minimum distance),"[9000, 15487, 24487, 33487]","[816, 1224, 1632, 2856, 4624, 9928, 21080, 32368, 33456, 34000]",26.0910759,0.579317578,0.25,-3696.4,136,1.005281586,0,408,136
7,wind-anomaly,Clark,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",23.01332474,0.996290476,1,-11.25,136,1.034346447,0,408,136
8,wind-anomaly,Pearson Correlation,"[9000, 15487, 24487, 33487]","[408, 816, 1360, 2176, 2992, 3400, 4624, 6120, 9792, 13464, 15504, 16456, 19040, 20264, 20672, 21080, 22168, 22576, 22984, 24616, 25024, 25432, 25840, 30736, 34000, 37128, 39712]",21.84419894,0.398405602,0.181818182,-1977.111111,136,0.824790812,0,408,136
9,wind-anomaly,Czekanowski,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",24.04727578,0.996290476,1,-11.25,136,1.043589177,0,408,136
10,wind-anomaly,Divergence,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",24.14653587,0.996290476,1,-11.25,136,1.154817744,0,408,136
11,wind-anomaly,Euclidean,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",21.88340473,0.996290476,1,-11.25,136,1.078835052,0,408,136
12,wind-anomaly,Google,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",24.10783863,0.996290476,1,-11.25,136,1.065831291,0,408,136
13,wind-anomaly,Gower,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.96517801,0.996290476,1,-11.25,136,1.080905471,0,408,136
14,wind-anomaly,Hellinger,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.50085664,0.996290476,1,-11.25,136,1.155828883,0,408,136
15,wind-anomaly,Jeffreys,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",23.56791806,0.996290476,1,-11.25,136,1.086837652,0,408,136
16,wind-anomaly,Jensen-Shannon Divergence,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",25.58844447,0.996290476,1,-11.25,136,1.060832672,0,408,136
17,wind-anomaly,Jensen Difference,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",24.2290132,0.996290476,1,-11.25,136,1.21484898,0,408,136
18,wind-anomaly,K Divergence,"[9000, 15487, 24487, 33487]","[8976, 15504]",153.892185,0.574772777,0.75,-3.5,136,1.233526897,0,408,136
19,wind-anomaly,KL Divergence,"[9000, 15487, 24487, 33487]","[8976, 15504]",144.2617006,0.574772777,0.75,-3.5,136,1.19797726,0,408,136
20,wind-anomaly,Kulczynski,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.54875827,0.996290476,1,-11.25,136,1.13212857,0,408,136
21,wind-anomaly,Lorentzian,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",23.338835,0.996290476,1,-11.25,136,1.126288724,0,408,136
22,wind-anomaly,Manhattan,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",21.91183805,0.996290476,1,-11.25,136,1.050309964,0,408,136
23,wind-anomaly,Matusita,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.32670784,0.996290476,1,-11.25,136,1.168273495,0,408,136
24,wind-anomaly,Max-symmetric Chi-square,"[9000, 15487, 24487, 33487]",[8976],269.3267961,0.411492745,0.571428571,-24,136,1.184158694,0,408,136
25,wind-anomaly,Minkowski (p=2),"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",23.73166966,0.996290476,1,-11.25,136,1.060512418,0,408,136
26,wind-anomaly,Motyka,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",24.3317368,0.996290476,1,-11.25,136,1.040017263,0,408,136
27,wind-anomaly,Neyman Chi-square,"[9000, 15487, 24487, 33487]",[8976],267.101054,0.411492745,0.571428571,-24,136,1.206166481,0,408,136
28,wind-anomaly,Nonintersection,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456, 42432]",22.8131671,0.995000406,0.909090909,1780,136,0.926024799,0,408,136
29,wind-anomaly,Pearson Chi-square,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.26636028,0.996290476,1,-11.25,136,1.096706136,0,408,136
30,wind-anomaly,Penrose Shape,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",24.46414065,0.996290476,1,-11.25,136,1.224331025,0,408,136
31,wind-anomaly,Soergel,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.77779937,0.996290476,1,-11.25,136,1.159509512,0,408,136
32,wind-anomaly,Squared Chi-square,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.63676333,0.996290476,1,-11.25,136,1.159081949,0,408,136
33,wind-anomaly,Squared -chord,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",21.37416124,0.996290476,1,-11.25,136,1.138206925,0,408,136
34,wind-anomaly,Taneja,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",23.15001321,0.996290476,1,-11.25,136,1.093894434,0,408,136
35,wind-anomaly,Tanimoto,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",23.06698895,0.996290476,1,-11.25,136,1.129955765,0,408,136
36,wind-anomaly,Topsoe,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.01375747,0.996290476,1,-11.25,136,1.078334243,0,408,136
37,wind-anomaly,Vicis Symmetric Chi-square,"[9000, 15487, 24487, 33487]","[2312, 8976, 14008]",169.5110698,0.475113403,0.444444444,-2730.333333,136,1.073451112,0,408,136
38,wind-anomaly,Vicis-Wave Hedges,"[9000, 15487, 24487, 33487]",[8976],301.562469,0.411492745,0.571428571,-24,136,1.249923004,0,408,136
39,wind-anomaly,Wave Hedges,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.89403272,0.996290476,1,-11.25,136,1.122209537,0,408,136
0,wind-closest,Acc (average of Manhattan and Chebyshev),"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",24.13896871,0.996290476,1,-11.25,136,1.061438482,0,408,136
1,wind-closest,Additive Symmetric Chi-square Distance,"[9000, 15487, 24487, 33487]","[8976, 15504, 25432, 33456]",22.95266724,0.954286621,0.8,226.75,136,1.178313308,0,408,136
2,wind-closest,Bhattacharyya,"[9000, 15487, 24487, 33487]",[],631.3602669,0.202798742,0.333333333,NA,136,0.670746728,0,408,136
3,wind-closest,Bray-Curtis,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",21.95418358,0.996290476,1,-11.25,136,1.052235902,0,408,136
4,wind-closest,Canberra,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",31.75898647,0.996290476,1,-11.25,136,1.213612865,0,408,136
5,wind-closest,Chebyshev (Maximum distance),"[9000, 15487, 24487, 33487]","[816, 1224, 4352, 8840, 9248, 10608, 15368, 24480, 33456]",22.1379354,0.848607343,0.533333333,-2118.777778,136,0.999116019,0,408,136
6,wind-closest,Chebyshev (Minimum distance),"[9000, 15487, 24487, 33487]","[408, 816, 1224, 2040, 2448, 2856, 3264, 3672, 4216, 4624, 5032, 5440, 6120, 6528, 7072, 7616, 8024, 8976, 9656, 10608, 11016, 11968, 13192, 13600, 14144, 15504, 26248, 26792, 27200, 27608, 28016, 28968, 29376, 30056, 30736, 31144, 31552, 31960, 32368, 32912, 33592]",14.0757618,0.462528613,0.170212766,-1942.95122,136,0.549809043,0,408,136
7,wind-closest,Clark,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",24.6951375,0.996290476,1,-11.25,136,1.069212627,0,408,136
8,wind-closest,Pearson Correlation,"[9000, 15487, 24487, 33487]","[1904, 2448, 8976, 10744, 11424, 11968, 22168, 39304]",128.3343446,0.493762366,0.285714286,-379.75,136,0.952301652,0,408,136
9,wind-closest,Czekanowski,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.69325995,0.996290476,1,-11.25,136,1.24535772,0,408,136
10,wind-closest,Divergence,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",25.40645194,0.996290476,1,-11.25,136,1.142095788,0,408,136
11,wind-closest,Euclidean,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",21.50382662,0.996290476,1,-11.25,136,1.062752108,0,408,136
12,wind-closest,Google,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.85466123,0.996290476,1,-11.25,136,1.214046954,0,408,136
13,wind-closest,Gower,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",23.51525187,0.996290476,1,-11.25,136,1.200669422,0,408,136
14,wind-closest,Hellinger,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",23.93847823,0.996290476,1,-11.25,136,1.099804726,0,408,136
15,wind-closest,Jeffreys,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",23.82258606,0.996290476,1,-11.25,136,1.225137147,0,408,136
16,wind-closest,Jensen-Shannon Divergence,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",24.08901453,0.996290476,1,-11.25,136,1.087338361,0,408,136
17,wind-closest,Jensen Difference,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",23.97505713,0.996290476,1,-11.25,136,1.139969941,0,408,136
18,wind-closest,K Divergence,"[9000, 15487, 24487, 33487]","[8976, 15504, 22032]",78.110358,0.703040495,0.666666667,-820.6666667,136,1.117258966,0,408,136
19,wind-closest,KL Divergence,"[9000, 15487, 24487, 33487]","[8976, 15504]",142.2860329,0.574772777,0.75,-3.5,136,1.1114731,0,408,136
20,wind-closest,Kulczynski,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.14454484,0.996290476,1,-11.25,136,1.225219436,0,408,136
21,wind-closest,Lorentzian,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",21.99562311,0.996290476,1,-11.25,136,1.215951477,0,408,136
22,wind-closest,Manhattan,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.4661324,0.996290476,1,-11.25,136,1.077508899,0,408,136
23,wind-closest,Matusita,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.5890727,0.996290476,1,-11.25,136,1.107919546,0,408,136
24,wind-closest,Max-symmetric Chi-square,"[9000, 15487, 24487, 33487]",[8976],265.9274981,0.411492745,0.571428571,-24,136,1.163866972,0,408,136
25,wind-closest,Minkowski (p=2),"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",25.3593874,0.996290476,1,-11.25,136,1.196929255,0,408,136
26,wind-closest,Motyka,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",23.60580349,0.996290476,1,-11.25,136,1.050258451,0,408,136
27,wind-closest,Neyman Chi-square,"[9000, 15487, 24487, 33487]",[8976],262.7876678,0.411492745,0.571428571,-24,136,1.205080606,0,408,136
28,wind-closest,Nonintersection,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456, 42432]",22.84076548,0.995000406,0.909090909,1780,136,0.979868724,0,408,136
29,wind-closest,Pearson Chi-square,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.39318132,0.996290476,1,-11.25,136,1.21779229,0,408,136
30,wind-closest,Penrose Shape,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.47390199,0.996290476,1,-11.25,136,1.035591902,0,408,136
31,wind-closest,Soergel,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",23.7071197,0.996290476,1,-11.25,136,1.24022669,0,408,136
32,wind-closest,Squared Chi-square,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.76088595,0.996290476,1,-11.25,136,1.180999829,0,408,136
33,wind-closest,Squared -chord,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.07951283,0.996290476,1,-11.25,136,1.174926022,0,408,136
34,wind-closest,Taneja,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",21.93847775,0.996290476,1,-11.25,136,1.169593589,0,408,136
35,wind-closest,Tanimoto,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",24.43622947,0.996290476,1,-11.25,136,1.056739648,0,408,136
36,wind-closest,Topsoe,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.07510328,0.996290476,1,-11.25,136,1.213920809,0,408,136
37,wind-closest,Vicis Symmetric Chi-square,"[9000, 15487, 24487, 33487]","[8976, 9656, 11560]",243.5609713,0.441010477,0.444444444,1064,136,1.225049191,0,408,136
38,wind-closest,Vicis-Wave Hedges,"[9000, 15487, 24487, 33487]",[8976],281.0466671,0.411492745,0.571428571,-24,136,1.126169386,0,408,136
39,wind-closest,Wave Hedges,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.5464859,0.996290476,1,-11.25,136,1.061738493,0,408,136
0,wind-random,Acc (average of Manhattan and Chebyshev),"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",24.01272249,0.996290476,1,-11.25,136,1.03902218,0,408,136
1,wind-random,Additive Symmetric Chi-square Distance,"[9000, 15487, 24487, 33487]","[8976, 15504, 17544, 24616, 30192, 33456]",16.91635942,0.866435706,0.833333333,-191.1666667,136,1.113048296,0,408,136
2,wind-random,Bhattacharyya,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456, 42432]",23.97969222,0.995000406,0.909090909,1780,136,0.994710043,0,408,136
3,wind-random,Bray-Curtis,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",21.98132205,0.996290476,1,-11.25,136,1.198201018,0,408,136
4,wind-random,Canberra,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",34.57227421,0.996290476,1,-11.25,136,1.194213639,0,408,136
5,wind-random,Chebyshev (Maximum distance),"[9000, 15487, 24487, 33487]","[952, 1496, 2040, 4896, 7072, 8976, 15368, 24480, 33456]",22.44121575,0.847489992,0.666666667,-3191.666667,136,0.992408107,0,408,136
6,wind-random,Chebyshev (Minimum distance),"[9000, 15487, 24487, 33487]","[8296, 9112, 10744, 15504]",158.6772265,0.518387186,0.6,292.25,136,1.208557362,0,408,136
7,wind-random,Clark,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",24.10603881,0.996290476,1,-11.25,136,1.065872288,0,408,136
8,wind-random,Pearson Correlation,"[9000, 15487, 24487, 33487]","[952, 9656, 15096]",315.2556393,0.513398684,0.222222222,-2594.333333,136,1.063324619,0,408,136
9,wind-random,Czekanowski,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",21.7141459,0.996290476,1,-11.25,136,1.204319008,0,408,136
10,wind-random,Divergence,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",24.75649929,0.996290476,1,-11.25,136,1.229039507,0,408,136
11,wind-random,Euclidean,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",21.30792117,0.996290476,1,-11.25,136,1.074119745,0,408,136
12,wind-random,Google,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",24.03654194,0.996290476,1,-11.25,136,1.195895171,0,408,136
13,wind-random,Gower,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",23.35626435,0.996290476,1,-11.25,136,1.107803246,0,408,136
14,wind-random,Hellinger,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",23.22900462,0.996290476,1,-11.25,136,1.134147946,0,408,136
15,wind-random,Jeffreys,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",23.40995646,0.996290476,1,-11.25,136,1.167860844,0,408,136
16,wind-random,Jensen-Shannon Divergence,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",24.54296708,0.996290476,1,-11.25,136,1.130103197,0,408,136
17,wind-random,Jensen Difference,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",23.47467709,0.996290476,1,-11.25,136,1.170428765,0,408,136
18,wind-random,K Divergence,"[9000, 15487, 24487, 33487]","[8976, 15504]",158.9451811,0.574772777,0.75,-3.5,136,1.178845608,0,408,136
19,wind-random,KL Divergence,"[9000, 15487, 24487, 33487]","[8976, 15504]",142.1349287,0.574772777,0.75,-3.5,136,1.163296171,0,408,136
20,wind-random,Kulczynski,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.84795094,0.996290476,1,-11.25,136,1.219694442,0,408,136
21,wind-random,Lorentzian,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.5059278,0.996290476,1,-11.25,136,1.140645841,0,408,136
22,wind-random,Manhattan,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.82748604,0.996290476,1,-11.25,136,1.197754192,0,408,136
23,wind-random,Matusita,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",21.96089315,0.996290476,1,-11.25,136,1.095727919,0,408,136
24,wind-random,Max-symmetric Chi-square,"[9000, 15487, 24487, 33487]",[8976],266.5928836,0.411492745,0.571428571,-24,136,1.24919541,0,408,136
25,wind-random,Minkowski (p=2),"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",23.79292655,0.996290476,1,-11.25,136,1.1364989,0,408,136
26,wind-random,Motyka,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",23.08675361,0.996290476,1,-11.25,136,1.00803987,0,408,136
27,wind-random,Neyman Chi-square,"[9000, 15487, 24487, 33487]",[8976],258.6425266,0.411492745,0.571428571,-24,136,1.14845678,0,408,136
28,wind-random,Nonintersection,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",23.60714722,0.995000406,0.909090909,1780,136,0.941078787,0,408,136
29,wind-random,Pearson Chi-square,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.00956416,0.996290476,1,-11.25,136,1.110736698,0,408,136
30,wind-random,Penrose Shape,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",23.40007639,0.996290476,1,-11.25,136,1.113818245,0,408,136
31,wind-random,Soergel,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",23.38412881,0.996290476,1,-11.25,136,1.096323348,0,408,136
32,wind-random,Squared Chi-square,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.39559388,0.996290476,1,-11.25,136,1.159903498,0,408,136
33,wind-random,Squared -chord,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",21.76054764,0.996290476,1,-11.25,136,1.225010521,0,408,136
34,wind-random,Taneja,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.0923934,0.996290476,1,-11.25,136,1.234313784,0,408,136
35,wind-random,Tanimoto,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",27.64242959,0.996290476,1,-11.25,136,1.031575186,0,408,136
36,wind-random,Topsoe,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",22.11683774,0.996290476,1,-11.25,136,1.086977074,0,408,136
37,wind-random,Vicis Symmetric Chi-square,"[9000, 15487, 24487, 33487]","[8976, 10336]",241.6804471,0.420485341,0.5,656,136,1.155211544,0,408,136
38,wind-random,Vicis-Wave Hedges,"[9000, 15487, 24487, 33487]",[8976],273.2229722,0.411492745,0.571428571,-24,136,1.153314311,0,408,136
39,wind-random,Wave Hedges,"[9000, 15487, 24487, 33487]","[8976, 15504, 24480, 33456]",23.83151174,0.996290476,1,-11.25,136,1.103183603,0,408,136
